id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
107,6660,167.0812803,51.66919346,0.950982124,6810,92.08569578,0.453431373,366.905,0.621694225,3.233673087,1
108,5939,157.7875887,48.79228691,0.950988041,6069,86.95843637,0.820530533,344.865,0.627516209,3.233863356,1
109,9637,159.9594195,78.51766582,0.871238516,10002,110.7709777,0.67026012,399.674,0.758123448,2.037241147,0
110,7102,136.3242588,66.90487304,0.871284964,7312,95.09230908,0.637808711,332.206,0.808677925,2.037583402,0
111,7032,171.5648073,53.05029252,0.950992384,7337,94.62251571,0.526504942,389.031,0.583875574,3.23400304,1
112,4166,131.8962633,40.78207185,0.950997658,4294,72.83073488,0.593616415,285.246,0.643413255,3.234172698,1
113,5822,155.984191,48.22802731,0.951001797,5954,86.09762267,0.446540881,338.629,0.63801923,3.234305853,1
114,5200,147.4525045,45.58747377,0.951007708,5334,81.3685789,0.773694391,320.865,0.634700023,3.234496063,1
115,5201,147.2391213,45.5193328,0.951012499,5338,81.37640243,0.807608696,318.987,0.642318971,3.234650252,1
116,6117,161.2420082,49.84452199,0.951020235,6369,88.25194783,0.608777866,356.312,0.605462775,3.234899278,1
117,5882,157.7127721,48.74758211,0.951032501,6044,86.54013521,0.434031877,348.546,0.608435686,3.235294251,1
118,8591,150.4876585,73.85270794,0.8712971,8845,104.5868105,0.667210314,367.643,0.798731809,2.037672858,0
119,8881,152.6887537,74.92359149,0.871331466,9074,106.3373895,0.665243446,373.126,0.801605539,2.037926248,0
120,5324,149.429854,46.18678501,0.951033855,5453,82.33302701,0.828767123,325.91,0.629872341,3.235337856,1
121,6562,165.6172966,51.18818412,0.951037632,6706,91.40567757,0.515556254,359.34,0.638608895,3.2354595,1
122,6021,160.3411977,49.55325871,0.951046173,6176,87.55669762,0.432916307,351.201,0.613432814,3.235734679,1
123,6534,165.3268368,51.09375266,0.951046787,6718,91.21045546,0.810871184,362.72,0.624088225,3.235754435,1
124,6279,163.0376038,50.38529451,0.951048735,6471,89.41292469,0.43573907,357.955,0.615805383,3.235817223,1
125,5248,148.0158138,45.74174119,0.951051381,5365,81.74326352,0.451790634,323.42,0.630478012,3.235902481,1
126,6124,160.2625196,49.52513432,0.951053896,6247,88.30242903,0.448644689,351.96,0.621238594,3.235983542,1
127,8462,149.0451938,73.13387966,0.871338401,8619,103.7986177,0.607902299,361.065,0.815665515,2.037977398,0
128,8237,146.9372287,72.09446647,0.871357837,8512,102.4093459,0.68917336,371.554,0.749782065,2.038120759,0
129,6712,167.7599222,51.83977577,0.951058242,6863,92.4444905,0.499441923,365.932,0.629884662,3.236123609,1
130,5963,157.8377336,48.76736817,0.951071283,6110,87.13396241,0.64956427,347.09,0.622000123,3.236544016,1
131,7238,173.7384154,53.67958402,0.951072484,7510,95.99847824,0.551592745,397.358,0.576055756,3.236582745,1
132,9131,155.2441519,76.16741005,0.871368109,9456,107.8237,0.670608108,384.961,0.774274113,2.038196544,0
133,6233,161.7355793,49.97060925,0.951073457,6418,89.08480276,0.457568639,358.705,0.608740407,3.236614116,1
134,6691,167.2544498,51.67163566,0.951081441,6889,92.29976053,0.712111537,371.428,0.609468991,3.236871596,1
135,6080,160.0513265,49.44436854,0.951085362,6292,87.98463748,0.43715847,353.216,0.61239651,3.236998089,1
136,6151,160.7216514,49.64900108,0.951090313,6353,88.49687249,0.610521092,358.024,0.603019436,3.237157806,1
137,6190,161.3096484,49.82626051,0.951099133,6363,88.7769834,0.789540816,357.94,0.607127697,3.237442399,1
138,3977,129.0951263,39.87210508,0.951108055,4073,71.15949458,0.477717718,283.421,0.622159022,3.237730389,1
139,6521,165.7447452,51.18703231,0.951117092,6701,91.11967445,0.461173975,361.806,0.625997408,3.238022166,1
140,5762,155.1032764,47.89616154,0.95112643,5903,85.65282399,0.773630505,341.309,0.621566554,3.238323727,1
141,6321,162.8697076,50.29272411,0.951129868,6492,89.71146617,0.736198463,359.271,0.615391267,3.238434793,1
142,6399,163.6035583,50.51869674,0.951131126,6688,90.26328072,0.565532479,360.571,0.618500971,3.238475434,1
143,4914,142.8172618,44.09991876,0.951131659,5015,79.09929913,0.443181818,310.096,0.642173955,3.238492628,1
144,5599,153.0216116,47.24978519,0.951133972,5699,84.43262528,0.471772835,332.316,0.637114997,3.238567349,1
145,6123,160.3365091,49.50781388,0.951135297,6261,88.29521919,0.472453704,351.236,0.62370048,3.23861016,1
146,8218,146.4985235,71.87551796,0.871372052,8369,102.2911657,0.654872898,359.15,0.80061599,2.038225639,0
147,7628,141.4463805,69.39303531,0.871387123,7773,98.55085615,0.599073274,344.175,0.809211239,2.038336843,0
148,6299,163.5973296,50.51245876,0.951139688,6497,89.55521142,0.503275807,361.292,0.606407804,3.238752055,1
149,6663,167.1677097,51.6122319,0.951144777,6828,92.10643347,0.483702359,363.93,0.632184673,3.238916505,1
150,5219,147.356874,45.49422432,0.951148096,5366,81.51709749,0.79340225,324.586,0.622497473,3.23902377,1
151,9891,161.2991858,79.13106528,0.871392979,10230,112.2212651,0.740178104,397.208,0.787796582,2.038380063,0
152,9885,160.998359,78.96425852,0.871460197,10190,112.1872225,0.622637944,421.285,0.699897666,2.038876347,0
153,6423,163.9743216,50.62394489,0.951149417,6574,90.4323924,0.513183126,361.73,0.616848807,3.239066452,1
154,5919,156.9391725,48.45153297,0.951150334,6060,86.81189357,0.544125758,346.248,0.620416954,3.239096121,1
155,5074,145.8960972,45.04132704,0.951152333,5210,80.37672207,0.594145199,321.287,0.617694907,3.239160717,1
156,6653,166.899341,51.52440028,0.951154451,6866,92.03728968,0.554047302,368.833,0.614565031,3.239229183,1
157,8244,147.209896,72.19845186,0.871471786,8532,102.4528516,0.658045977,369.115,0.760369098,2.038961947,0
158,9744,160.1220336,78.52780848,0.871483542,10063,111.3842274,0.618666667,398.426,0.771350556,2.039048799,0
159,5756,123.6905445,60.66040135,0.871485831,5920,85.60821701,0.587107303,300.962,0.798559574,2.039065712,0
160,6772,168.4055605,51.98722557,0.951158629,6942,92.85676172,0.500591366,369.728,0.622532645,3.239364261,1
161,5444,151.2401007,46.68084815,0.951174414,5563,83.25572702,0.463319149,329.679,0.629427063,3.239874739,1
162,4171,133.3776156,41.16729458,0.951174968,4346,72.87442721,0.693317819,297.013,0.594154153,3.239892661,1
163,5968,159.3372145,49.1758422,0.951182991,6143,87.17048585,0.428735632,350.415,0.610763818,3.240152225,1
164,6837,169.1992278,52.21261058,0.95119626,6997,93.30133315,0.496514161,370.447,0.626070556,3.240581651,1
165,6694,168.1750559,51.89503569,0.95119921,6888,92.32045013,0.553955644,369.214,0.617076846,3.240677141,1
166,8730,151.4556191,74.27381233,0.871497556,8988,105.4295083,0.74121243,377.658,0.76917778,2.039152352,0
167,5853,156.5125386,48.29571939,0.9512003,6002,86.32653738,0.515228873,344.214,0.620770868,3.24071244,1
168,7091,172.4575012,53.21588178,0.951200376,7237,95.01863823,0.442385676,376.649,0.628121576,3.240714904,1
169,6846,133.8666875,65.6424311,0.871521817,6997,93.36272234,0.729850746,330.005,0.789961123,2.039331652,0
170,8575,150.5248622,73.79511035,0.871580751,8811,104.4893731,0.58926608,367.82,0.796477135,2.039767425,0
171,7155,137.09505,67.2076978,0.871594785,7272,95.44647161,0.608832539,331.465,0.818359537,2.039871242,0
172,8828,151.9534865,74.48804859,0.871608318,9111,106.0196147,0.641523145,377.486,0.778521283,2.03997137,0
173,8619,151.1943634,74.11563759,0.871609384,8866,104.7571078,0.71825,369.71,0.792399786,2.039979258,0
174,6039,158.8971943,49.02905693,0.951205415,6230,87.68747693,0.608770161,354.17,0.604994394,3.240878049,1
175,8980,153.9282137,75.44979248,0.871631237,9246,106.9284392,0.767259057,377.31,0.792664794,2.040140982,0
176,6708,168.2105375,51.89799496,0.951214617,6926,92.41694036,0.446842526,375.04,0.599304775,3.241176034,1
177,6101,159.6277787,49.24867579,0.951217219,6224,88.13645365,0.457758103,349.396,0.628022252,3.241260321,1
178,6200,160.7431067,49.59007163,0.951222682,6385,88.84866447,0.437853107,359.485,0.602892674,3.241437277,1
179,6232,161.3780744,49.78567901,0.951223251,6322,89.07765625,0.440112994,351.16,0.635078233,3.241455727,1
180,5781,156.6035643,48.31230134,0.951224132,5961,85.79392641,0.44370251,343.423,0.615962223,3.24148426,1
181,6840,169.3443072,52.24120406,0.951227244,7035,93.3218007,0.736196319,367.624,0.636001666,3.241585072,1
182,6715,133.2638446,65.31951681,0.871637073,6979,92.46514772,0.595301418,334.135,0.755808796,2.040184177,0
183,6169,161.8307409,49.92012042,0.951233687,6399,88.62626446,0.665982943,357.882,0.60526411,3.241793881,1
184,6301,162.9370601,50.26001829,0.951236413,6495,89.56942766,0.522081366,355.006,0.628272365,3.241882229,1
185,6730,168.2950168,51.90836618,0.951244857,6885,92.56836466,0.437723577,368.568,0.622572132,3.242155922,1
186,4643,139.2028733,42.93161911,0.951253385,4754,76.88726296,0.621802598,302.134,0.639159645,3.242432411,1
187,5975,158.5371945,48.89245269,0.951257624,6212,87.22159297,0.685127852,350.364,0.611658227,3.24256988,1
188,5600,153.3891905,47.30469459,0.951257893,5749,84.44016491,0.521901212,341.054,0.604994736,3.242578604,1
189,6735,133.3215615,65.34415405,0.87165248,6874,92.60274474,0.602630637,325.392,0.799344004,2.040298225,0
190,7764,142.6802517,69.92490094,0.871676817,7925,99.42550893,0.770238095,352.326,0.785970063,2.040478424,0
191,5405,149.7532312,46.18189001,0.951261113,5512,82.95697523,0.477895668,327.295,0.634054838,3.242683033,1
192,7203,173.9827155,53.65100398,0.95126658,7401,95.76609233,0.619879518,382.222,0.619572192,3.242860387,1
193,5990,157.9026778,48.69130093,0.951268851,6105,87.33100751,0.526547117,341.278,0.646279084,3.242934052,1
194,7872,143.7994633,70.47197719,0.871682401,7997,100.1146428,0.627751196,347.167,0.820763579,2.040519779,0
195,7770,142.9501257,70.05256701,0.871694885,7979,99.4639194,0.605753489,347.912,0.806662868,2.04061224,0
196,7640,141.5465145,69.3564763,0.871727658,7776,98.6283434,0.68507891,343.072,0.815704154,2.040855044,0
197,7206,174.2098198,53.71956488,0.951269318,7407,95.78603322,0.433052885,383.388,0.616065787,3.242949196,1
198,6496,166.1712752,51.24007199,0.951270716,6700,90.94484088,0.716049383,364.796,0.613416912,3.24299457,1
199,5707,154.3387735,47.58324155,0.951287928,5921,85.24305298,0.682655502,358.015,0.559519582,3.243553159,1
200,5411,150.4113295,46.37137802,0.95129012,5536,83.00300703,0.437783172,331.598,0.618391616,3.24362432,1
201,6328,163.3555671,50.36135708,0.951291493,6507,89.76112655,0.436413793,371.288,0.576838858,3.243668888,1
202,7971,144.3836147,70.74064499,0.871750953,8159,100.7422077,0.593080357,353.174,0.803054879,2.041027682,0
203,7156,137.8961904,67.55672403,0.871773011,7409,95.45314129,0.600285211,339.476,0.780300784,2.041191196,0
204,5638,154.372044,47.59083939,0.951293512,5805,84.72617396,0.708647562,342.856,0.602714205,3.243734423,1
205,5622,153.2663826,47.24869968,0.951296216,5789,84.60586694,0.629704301,342.013,0.603970153,3.243822234,1
206,6473,165.0705626,50.88730998,0.951296927,6675,90.78369663,0.483890259,365.535,0.60877602,3.243845325,1
207,5993,158.6781655,48.9149842,0.951300404,6136,87.35287397,0.529229954,348.233,0.62103245,3.243958228,1
208,4793,142.5592025,43.94566562,0.951301314,4919,78.11937748,0.541949344,311.745,0.619752518,3.243987786,1
209,6259,162.5351222,50.10150439,0.95130528,6445,89.27041117,0.766846361,352.953,0.63136581,3.244116603,1
210,8593,150.493619,73.70485923,0.871860638,8779,104.5989838,0.648332579,364.798,0.811427605,2.04184121,0
211,6523,165.9517065,51.15039286,0.951313627,6681,91.13364664,0.453553052,363.454,0.620523648,3.24438772,1
212,5690,155.4740376,47.92070076,0.951314079,5888,85.11599738,0.438670881,345.444,0.599193126,3.244402422,1
213,8071,145.8771758,71.44349595,0.871862338,8315,101.3721676,0.722884013,358.314,0.789968287,2.04185383,0
214,5856,156.6268499,48.27373898,0.951318806,5986,86.34865821,0.49210084,340.882,0.633290238,3.24455601,1
215,6585,165.8458302,51.11262501,0.951323656,6724,91.56572722,0.801972963,360.71,0.635988523,3.244713613,1
216,5627,153.9626433,47.45028318,0.951323698,5770,84.64348125,0.471826262,335.928,0.626605742,3.244714951,1
217,6108,161.1088996,49.65192519,0.951325281,6264,88.18700097,0.435166714,356.65,0.603426579,3.244766422,1
218,4203,132.5173834,40.83941467,0.951327558,4290,73.15344016,0.501671043,284.206,0.6538871,3.24484042,1
219,5002,144.8064598,44.62593198,0.951329235,5179,79.80441218,0.54967033,319.758,0.614767236,3.244894916,1
220,6504,165.240928,50.92275718,0.951330402,6683,91.00082417,0.47215971,371.896,0.590945435,3.244932859,1
221,5668,154.5878992,47.63955913,0.951330872,5821,84.95129039,0.817893218,339.506,0.617937851,3.244948148,1
222,7290,175.6531569,54.1297614,0.95133365,7589,96.34270227,0.607550629,396.447,0.58286385,3.245038448,1
223,8720,151.3048124,74.09917576,0.871871659,8884,105.3691076,0.745299145,365.79,0.818960003,2.041923015,0
224,6440,130.3696493,63.84056618,0.871897248,6576,90.55198876,0.683869598,317.137,0.80464053,2.042112987,0
225,8598,150.4697175,73.67719973,0.871920187,8848,104.6294108,0.718175743,372.894,0.777027723,2.042283339,0
226,9282,156.4500123,76.60070266,0.871937189,9542,108.7115884,0.793333333,382.57,0.796947305,2.042409623,0
227,9089,154.6308594,75.70956937,0.8719388,9259,107.575435,0.756912059,373.787,0.817480838,2.042421594,0
228,6218,161.9078342,49.89223566,0.95133711,6498,88.97754486,0.742536422,356.774,0.613866858,3.245150916,1
229,5710,154.4548651,47.58914332,0.951350624,5833,85.26545491,0.456106718,337.338,0.630544063,3.245590367,1
230,5811,156.8759631,48.33288028,0.951355224,5980,86.01624843,0.619047619,343.947,0.617273578,3.245740006,1
231,6461,130.5899315,63.93334494,0.871962141,6563,90.69950771,0.601863065,315.312,0.816636161,2.042595012,0
232,8675,150.6153511,73.73714203,0.871962565,8784,105.0968746,0.814095345,363.019,0.827219256,2.042598166,0
233,5672,154.705084,47.65687947,0.951370214,5802,84.98126086,0.466831276,335.376,0.633697691,3.246227738,1
234,5841,157.4377022,48.49766514,0.951372264,6046,86.23799731,0.477205882,350.27,0.598261679,3.246294472,1
235,6881,170.404282,52.49185202,0.951372424,7097,93.60107535,0.589126712,379.535,0.600285369,3.246299672,1
236,7257,175.0478489,53.91998055,0.95137666,7461,96.12439532,0.674944196,382.701,0.622655449,3.246437539,1
237,5015,145.5460532,44.82913998,0.951384231,5197,79.90804914,0.786050157,323.247,0.603131201,3.246684039,1
238,5356,150.8655669,46.46513773,0.951389483,5484,82.58008841,0.429166667,332.328,0.609419806,3.246855046,1
239,5919,125.7271078,61.55173011,0.871966187,6124,86.81189357,0.681912442,312.745,0.760461888,2.042625083,0
240,6076,159.7626534,49.20269672,0.951394868,6203,87.9556904,0.444672131,348.743,0.627793234,3.247030429,1
241,5665,154.8592855,47.69133405,0.95139749,5809,84.9288056,0.436743505,340.572,0.613750556,3.247115826,1
242,6176,162.4816528,50.03697107,0.951401056,6471,88.67653257,0.475296291,359.373,0.600933287,3.247231983,1
243,7200,174.2496328,53.65682383,0.951408766,7376,95.7461473,0.523788739,381.231,0.622538112,3.247483178,1
244,7239,138.5357338,67.82010848,0.871975471,7412,96.00510957,0.749378882,339.549,0.789011856,2.042694076,0
245,7163,137.6653435,67.38729006,0.872002871,7298,95.49981602,0.746923879,333.205,0.810740364,2.042897754,0
246,4409,136.4208946,42.00641655,0.951412977,4568,74.92471657,0.453694176,299.624,0.617158575,3.247620384,1
247,6070,160.9803918,49.56664997,0.951417142,6302,87.91225191,0.773248408,354.938,0.605471297,3.24775614,1
248,6699,167.9573493,51.70784108,0.951430722,6854,92.3549225,0.540111263,368.527,0.619842311,3.248198838,1
